Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Curacao,CUW,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.139,78.264,78.385,78.506,78.63,78.764,78.91,79.071,79.245,79.43,79.621,79.812,79.999,80.178,80.35,80.513,80.672,80.828,80.982
Cyprus,CYP,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,5.1,5.7,6.1,6.9,7.6,7.5,6.9,6.4,4.7,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.1731707317073,75.2219512195122,75.1707317073171,75.7219512195122,75.9243902439025,76.5243902439024,76.7243902439025,76.9756097560976,77.0780487804878,77.4243902439025,77.8731707317073,78.0756097560976,78.1756097560976,78.8243902439024,78.5780487804878,79.0268292682927,78.9780487804878,79.0292682926829,79.2292682926829
Czechia,CZE,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.7926829268293,76.8951219512195,77.1439024390244,77.4926829268293,77.8439024390244,78.0951219512195,78.1951219512195,78.4463414634146,78.5975609756098,79.1,79.8,80.0512195121951,80.3,80.7,80.7024390243902,80.8536585365854,81.1024390243903,80.9536585365854,81.4512195121951
Denmark,DNK,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.1,57.235,57.427,57.682,57.991,58.34,58.719,59.124,59.561,60.062,60.667,61.395,62.239,63.171,64.136,65.064,65.893,66.582,67.112
Djibouti,DJI,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,42,40.8,38.2,34.7,31.3,27.3,25.1,23.4,23.1,22.4,21.3,19.8,17.8,15.7,14.2,13.6,13.5,13.1,13.1
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,76.5975609756098,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,3.7,4.1,4.7,5,5.4,5,4.6,4.1,4.5,4.8,5.2,5.4,5.5,5.3,5.3,5.4,5.7,5.7,6.5
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.69,69.957,70.227,70.499,70.771,71.041,71.304,71.559,71.806,72.046,72.284,72.523,72.763,73.003,73.241,73.471,73.689,73.892,74.081
Dominican Republic,DOM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,20.4,22.6,23.6,23,19.2,16.4,16.2,16,15.2,13,11.1,9.8,8.8,8.2,7.4,6.8,6.2,6.1,7
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.73386603595,65.0651668967003,65.4022589694683,65.74821736383,66.1062088115301,66.4803446354919,66.8666471494141,67.2624996097162,67.661689856882,68.0560210364218,68.4389041334532,68.8032052554736,69.1451633998496,69.460918965504,69.7485062321695,70.0112350713132,70.254234698029,70.4832383376349,70.7012013247764
Early-demographic dividend,EAR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,17.4544975002051,18.0567105376876,18.4667568252693,18.3307672672316,17.7512392843313,16.4742337761995,15.2605454956317,14.5495275240792,13.9080224813909,13.2997253908779,12.6250846840456,12.1705740096723,11.8870934715629,11.6776067139443,11.49513593221,11.1686307546123,10.8358084511063,10.8606893545824,11.6724684368347
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.4817171620473,71.7747648581386,72.0675282474942,72.3611445681635,72.6246207487179,72.9216443010547,73.2009338754334,73.469895503291,73.7591251644885,74.0129991679213,74.2661288330307,74.5628325394206,74.8494438608504,75.1268699576521,75.3946135673733,75.6381496317599,75.8692506429109,76.0725154861572,76.2668758663658
East Asia & Pacific,EAS,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,12.2366699156228,11.6705234165746,10.8991936485402,10.336194292341,9.61638565032143,8.88896761681755,7.98527997007908,7.12219378952417,6.01849056295825,5.47715588487591,5.06942797702754,4.85516311736425,4.64955820401557,4.56379243667888,4.39608165660035,4.2475678041709,4.08858313673127,3.98903562147764,3.98591325597322
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.4422854482861,70.7483653259318,71.0512663221546,71.3488173948196,71.6407032997134,71.9275696944326,72.2123465128119,72.4966401585636,72.7807241732529,73.066264292376,73.3557386668668,73.6476911162518,73.9384117979514,74.2257369925711,74.5022718470481,74.7620466808602,75.0019150982619,75.2176631582702,75.4097032387878
East Asia & Pacific (excluding high income),EAP,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,13.3209811201561,12.6844636503507,11.8233904830043,11.1936535838653,10.392637569242,9.58256731036221,8.57741583270023,7.61900132072209,6.38809557186994,5.78146346014417,5.34231915677518,5.10386862357049,4.87521373065844,4.77945638651739,4.59328825346368,4.42842015171382,4.25208165273043,4.14167229890326,4.1196825809373
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.4979435940744,70.7972306437662,71.0951976257611,71.3903257977895,71.6822416203148,71.9707828422057,72.257386398143,72.5425341471235,72.826295709454,73.1104642905665,73.3979141809371,73.6878366494054,73.9770692618863,74.2635576551931,74.5399104226023,74.7999565735269,75.0402245010869,75.2562801026236,75.448435105141
East Asia & Pacific (IDA & IBRD countries),TEA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,13.0349571074929,12.4017795301299,11.5615757838133,10.9199571738016,10.0935880225431,9.24426354188309,8.20019997376254,7.21140904709015,5.96712892095999,5.36008295705643,4.92783214584896,4.68276925314295,4.45262806242364,4.34445397125939,4.14841296891866,3.97147817027416,3.7731769513009,3.66602116490374,3.63938665611103
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.078,73.371,73.641,73.887,74.112,74.319,74.514,74.705,74.895,75.089,75.289,75.495,75.707,75.923,76.143,76.365,76.584,76.8,77.01
Ecuador,ECU,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,21,22.7,22.7,22.7,22.4,22.8,22.1,21.3,16,12.3,8.4,8.8,8.8,8.7,9,9.7,10.7,11.6,13.7
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.796,68.961,69.116,69.271,69.434,69.608,69.788,69.971,70.159,70.349,70.543,70.736,70.928,71.117,71.302,71.482,71.656,71.825,71.99
"Egypt, Arab Rep.",EGY,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,5.2,5.4,6,6.4,6.4,6,5.7,5.6,4.9,4.5,3.8,4,4.1,4.2,4.4,4.6,4.9,4.9,5
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.162,69.432,69.68,69.908,70.124,70.333,70.542,70.756,70.978,71.21,71.449,71.692,71.935,72.175,72.412,72.644,72.872,73.096,73.317
El Salvador,SLV,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,7.2,7.1,7.9,8.7,9.1,9.4,9.7,9.9,10.2,10.5,10.7,10.7,10.7,10.8,10.6,9.9,9.2,8.4,8.3
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.581,53.84,54.064,54.263,54.449,54.638,54.842,55.07,55.329,55.622,55.945,56.288,56.642,57.001,57.359,57.713,58.061,58.402,58.735
Equatorial Guinea,GNQ,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.864,56.5,57.191,57.932,58.707,59.487,60.243,60.952,61.602,62.193,62.732,63.238,63.726,64.201,64.664,65.111,65.538,65.941,66.321
Eritrea,ERI,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.2585365853659,70.9048780487805,71.3170731707317,71.909756097561,72.5682926829268,72.6914634146341,72.8146341463415,73.7707317073171,74.8243902439024,75.4292682926829,76.2292682926829,76.3268292682927,77.1414634146341,77.0341463414634,77.590243902439,77.6414634146342,78.0926829268293,78.2439024390244,78.6463414634147
Estonia,EST,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,3.6,3.5,3.3,2.9,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.799,44.41,43.372,42.731,42.518,42.733,43.308,44.17,45.275,46.601,48.141,49.862,51.699,53.569,55.359,56.962,58.319,59.401,60.194
Eswatini,SWZ,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,10.5,9.7,8.3,8.4,9.2,10.2,10.7,10.9,15,17.6,19.3,16.2,13.8,12.7,12.8,13,12.4,11.8,11.1
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.595,53.349,54.211,55.174,56.223,57.334,58.467,59.581,60.645,61.627,62.505,63.281,63.961,64.547,65.048,65.482,65.872,66.24,66.597
Ethiopia,ETH,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,47,44.2,42.6,39,37.1,35.6,35,33.5,28.5,24.7,20.9,19.4,17.7,15.9,14.8,14.4,15.7,18.2,21.9
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.5971125491709,78.6844678732507,78.7071794941705,79.2787016383767,79.4262830238741,79.8561324008539,80.0998819166968,80.3029157917899,80.5051815068132,80.7467809595169,81.2328248541922,81.2271581838087,81.5123287222875,81.9429827046427,81.5692290983944,81.9545453224235,81.9323163550777,82.0495811667699,82.3261827822172
Euro area,EMU,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.58772532507841,2.5816948708228,2.57415660043308,2.56933341603127,2.56484742442961,2.56613025271137,2.56092593945497,2.55124011215625,2.54253891668006,2.54175164844283,2.55311157793329,2.54986772621385,2.54654237014247,2.55283171918082,2.55272210846968,2.54944603801164,2.53028727595692,2.52229808142321,2.51912151532791
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.2935511418415,73.4064878913644,73.5145656247101,73.9582790245898,74.1204195983135,74.6181881702959,74.9759239094508,75.2437254102825,75.6426621333643,75.9449243614252,76.4604357341034,76.6226139269226,76.9562530796372,77.283114899785,77.2405490023075,77.5956406653906,77.7899565668106,77.9092530428108,78.1591274605138
Europe & Central Asia,ECS,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,3.75383634079452,3.57835447911188,3.42445727711308,3.26059293168663,3.14189701879337,3.03368018477379,2.96306404784908,2.92275220698143,2.81643006578342,2.71197127445475,2.6121513538512,2.60087681859546,2.5966580372683,2.60067458665551,2.60488611678834,2.60313244572976,2.58807389006672,2.57738961393914,2.5816975038931
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.491945330305,67.5872649281583,67.7034467288333,68.0585229993511,68.1849485777971,68.8374841902391,69.3598516939836,69.7003964634869,70.3066154986717,70.6532977018848,71.209763794709,71.5930449730436,72.0245098317789,72.26466946172,72.5943147971481,72.9539253154256,73.4230765949034,73.6000333576392,73.8758543655586
Europe & Central Asia (excluding high income),ECA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,5.34748998933498,4.96673897417954,4.62213624213957,4.24614406612317,3.9763779342647,3.71793542959876,3.55453192815923,3.46694323111994,3.21942009403147,2.96896358372936,2.7190548763855,2.69482546257027,2.68751858809345,2.69110092754401,2.70087651194273,2.69937076616827,2.68066943973604,2.66238332720814,2.67507184107517
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.3400644581373,68.4389824667187,68.5588041271475,68.9028301892873,69.0362412960323,69.6219554439068,70.0912287958981,70.4064498468041,70.9725140985562,71.3221957932999,71.8809508909108,72.2122188481155,72.6319155010815,72.8819814647306,73.1473216862322,73.5071710362673,73.9036024121306,74.0456465503097,74.3207353550341
Europe & Central Asia (IDA & IBRD countries),TEC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4.95572077135327,4.61290431507647,4.31249045940174,3.98815020555874,3.75372729143813,3.53486167072791,3.39704733616292,3.32366283568983,3.1134451103355,2.90042595841782,2.68724075091899,2.66671018184179,2.66064619101111,2.66390982417434,2.6725162065165,2.67143846409379,2.65554053603542,2.63994521266749,2.65102374278764
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.4254833773953,77.5327215413442,77.5906619590104,78.1157575976712,78.2726411417789,78.6689232474368,78.9020360375354,79.125498846821,79.3572283106471,79.6294260462919,80.137772913297,80.156888172745,80.4637409249241,80.8704475592144,80.5668071415956,80.9498646420543,80.9308386443383,81.0270235057671,81.31327017295
European Union,EUU,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.63677224626253,2.61334222085661,2.6037920302622,2.60096430597343,2.59123657348804,2.59530171834064,2.5823592510819,2.57300545425148,2.55936933764214,2.55691151124205,2.56542792105155,2.55784049729484,2.54697368215478,2.55334070394932,2.55479490960621,2.55379114661587,2.53109130184406,2.52177816372032,2.52243494188302
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.6414634146341,78.8439024390244,78.9439024390244,79.0926829268293,79.290243902439,79.6390243902439,79.9878048780488,80.1365853658537,80.3853658536585,80.6878048780488,80.9390243902439,81.190243902439,81.4414634146341,81.5926829268293,81.7926829268293,82.0926829268293,82.2926829268293,82.5439024390244,82.7926829268293
Faroe Islands,FRO,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.863,66.022,66.152,66.247,66.313,66.362,66.413,66.477,66.559,66.655,66.759,66.859,66.95,67.03,67.103,67.175,67.252,67.341,67.444
Fiji,FJI,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4,3.8,3.9,3.8,3.7,3.7,3.7,3.9,4.8,5.6,6.6,6.5,6.7,6.3,6.5,6.3,6.2,5.5,4.9
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.9658536585366,78.119512195122,78.3682926829268,78.7146341463415,78.8170731707317,79.2146341463415,79.2634146341464,79.5682926829268,79.719512195122,79.8707317073171,80.4707317073171,80.6268292682927,80.9756097560976,81.1804878048781,81.4804878048781,81.4292682926829,81.6317073170732,81.7341463414634,81.9829268292683
Finland,FIN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.6017768768961,55.9606327400661,56.3263202194372,56.7337443134917,57.1576743952465,57.6276305208815,58.1081758855674,58.577852063899,59.0911868840923,59.5914692430401,60.0403216244244,60.4511150395065,60.8528976849433,61.2245737903,61.5731570880546,61.9109115944311,62.2244722134699,62.493551863675,62.7699657176083
Fragile and conflict affected situations,FCS,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,25.4967948446174,24.7963537998209,24.1116869722033,23.0400621231257,22.098959135336,21.2141199351508,20.308514918031,19.5369945244218,18.1713088147785,17.3550872493225,16.5832105032155,16.5153743293121,16.1781115441701,16.2709749552564,16.85976380867,17.3903785236401,18.050743540405,18.4598913053695,19.7667976012148
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.1585365853659,79.2609756097561,79.1146341463415,80.1634146341463,80.1634146341463,80.8121951219512,81.1121951219512,81.2146341463415,81.4146341463415,81.6634146341463,82.1146341463415,81.9682926829268,82.219512195122,82.719512195122,82.3219512195122,82.5731707317073,82.5756097560976,82.6756097560976,82.8268292682927
France,FRA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.658,73.017,73.382,73.751,74.116,74.466,74.793,75.092,75.363,75.611,75.844,76.074,76.307,76.546,76.787,77.024,77.251,77.462,77.657
French Polynesia,PYF,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4.2,4.1,3.9,3.9,3.8,3.8,3.8,3.7,3.6,3.5,3.6,3.6,3.6,3.5,3.6,3.8,4,4.1,4.1
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.968,57.791,57.759,57.885,58.181,58.641,59.229,59.904,60.637,61.4,62.168,62.924,63.648,64.318,64.913,65.418,65.839,66.187,66.467
Gabon,GAB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,10.7,12.1,13.3,13.9,14.3,14.8,15.9,16.8,16.3,14.7,13.1,12.8,12.9,13.3,13.9,15.1,16.1,17,16.6
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.359,56.761,57.159,57.553,57.939,58.313,58.671,59.012,59.334,59.637,59.917,60.178,60.426,60.667,60.91,61.166,61.44,61.735,62.05
"Gambia, The",GMB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,17.8,19.6,20.5,20.7,21.7,20.7,18.7,15.8,12.8,10.4,8.7,9.1,9.8,10.5,11,11.6,12.2,13.1,18
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.065,70.22,70.349,70.451,70.538,70.635,70.765,70.946,71.18,71.46,71.773,72.097,72.412,72.707,72.973,73.207,73.414,73.6,73.767
Georgia,GEO,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,7.7,5.9,4.8,4.1,4.1,4,4,3.6,5,6.7,8.2,7.8,7.9,7.9,8.1,8.3,8.1,7.8,7.8
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.3292682926829,78.2292682926829,78.3804878048781,78.6804878048781,78.9317073170732,79.1317073170732,79.5341463414634,79.7365853658537,79.8365853658537,79.9878048780488,80.4365853658537,80.5390243902439,80.490243902439,81.090243902439,80.6414634146341,80.990243902439,80.9926829268293,80.8926829268293,81.2926829268293
Germany,DEU,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.158,57.425,57.785,58.225,58.719,59.234,59.741,60.216,60.645,61.03,61.381,61.72,62.064,62.416,62.772,63.124,63.463,63.78,64.074
Ghana,GHA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,14.9,13.5,12.6,12.2,11.2,10.6,9.4,8.2,6.6,6.1,6.1,6.4,6.6,7.1,7.7,7.7,7.1,6.2,5.2
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.3878048780488,78.6414634146341,78.8414634146341,79.0390243902439,79.2390243902439,79.4390243902439,79.4390243902439,79.9390243902439,80.1878048780488,80.3878048780488,80.7317073170732,80.6341463414634,81.2853658536585,81.3853658536585,81.0365853658537,81.3878048780488,81.2878048780488,81.7878048780488,81.6390243902439
Greece,GRC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.7092682926829,67.1963414634146,68.1148780487805,68.5926829268293,68.4273170731707,68.6665853658537,69.3726829268293,70.0151219512195,70.5319512195122,70.2919512195122,69.8541463414634,70.55,71.5734146341464,71.9856097560976,71.9773170731707,71.8251219512195,71.579756097561,71.8865853658537,72.0475609756098
Greenland,GRL,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.805,72.929,73.023,73.088,73.123,73.125,73.096,73.038,72.96,72.867,72.768,72.669,72.579,72.503,72.445,72.408,72.388,72.384,72.397
Grenada,GRD,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.373,75.726,76.065,76.387,76.687,76.966,77.227,77.474,77.71,77.941,78.173,78.408,78.649,78.895,79.144,79.391,79.631,79.859,80.074
Guam,GUM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.304,68.717,69.092,69.437,69.762,70.082,70.409,70.75,71.108,71.481,71.861,72.236,72.596,72.935,73.25,73.541,73.81,74.063,74.302
Guatemala,GTM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,22.2,19.9,18.9,19.1,18.9,17.8,18.2,17.9,17.6,16.4,16.3,16.8,17.5,17.7,17.3,16.4,16.3,16.2,16.3
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.255,51.484,51.901,52.499,53.238,54.052,54.864,55.614,56.279,56.861,57.387,57.905,58.447,59.016,59.598,60.17,60.706,61.185,61.602
Guinea,GIN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.744,51.123,51.501,51.883,52.275,52.691,53.136,53.612,54.113,54.628,55.144,55.645,56.117,56.556,56.959,57.328,57.673,58.003,58.322
Guinea-Bissau,GNB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.532,65.828,66.122,66.412,66.694,66.972,67.247,67.521,67.792,68.059,68.321,68.575,68.819,69.049,69.262,69.454,69.624,69.774,69.906
Guyana,GUY,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,6.5,6.5,6.8,6.9,7.1,7.1,7.5,7.6,8.4,8.7,8.6,8,7.4,7,6.8,6.4,6.1,5.4,5
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.382,57.655,57.959,58.292,58.652,59.028,59.408,59.782,60.148,60.511,60.879,61.26,61.658,62.069,62.485,62.896,63.29,63.66,64.001
Haiti,HTI,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,50.7,52.6,53,53.7,52.9,51.9,50.1,48.6,45.8,44.4,44,44.7,43.7,42.6,42.4,43.2,44.6,45.4,46.4
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.7493423437178,53.2966472835078,53.9003225910607,54.5520778984042,55.2422846255717,55.9616169666265,56.6969641095472,57.4335686057442,58.1582238879808,58.858947453848,59.5288710181395,60.1665653506572,60.7703353293466,61.3343141341413,61.8529528922159,62.3232846447189,62.748671772017,63.1349911561301,63.4864553256302
Heavily indebted poor countries (HIPC),HPC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,33.1606405016391,32.4124534440448,31.668958477456,30.631148490089,29.4583436874653,28.2271118464523,27.2766671579048,26.4552721210564,24.672384832471,23.0835917348419,21.5692346699239,21.1785222173603,20.9005834524547,20.9052734730336,21.1040597486227,21.2679467845895,21.6015002557637,22.1110740765405,23.3330943534504
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.7533590298272,77.8892071129432,78.0215195136406,78.4330541272736,78.5384033320513,78.8483846681114,79.0890037750865,79.2368249601959,79.5269622088516,79.7073043437391,79.9616979087947,80.0797452975912,80.2666917718337,80.5190562079536,80.3981848777737,80.5473096641302,80.5903794834002,80.6904609791548,80.8862524480768
High income,HIC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.71739297690931,2.70162226741787,2.70617818964737,2.70876455557337,2.70253380344906,2.69156993302694,2.69200071684173,2.70221048275929,2.71445264468129,2.72959203252024,2.69371789614108,2.68235953385364,2.65596188433139,2.64816326053624,2.63748008530077,2.63679540377487,2.62691551733421,2.61976925247757,2.65361582646548
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.976,71.249,71.511,71.77,72.026,72.285,72.544,72.803,73.061,73.317,73.569,73.814,74.051,74.278,74.495,74.701,74.898,75.088,75.27
Honduras,HND,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,21.9,21.2,21.7,22.2,22.3,21.8,21,20.8,18.3,15.8,13.4,13.4,14.2,14.6,14.5,13.8,13.2,13.1,13.3
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4243902439025,81.4268292682927,81.3780487804878,81.8292682926829,81.6292682926829,82.3756097560976,82.3268292682927,82.3756097560976,82.7756097560976,82.9780487804878,83.4219512195122,83.4804878048781,83.8317073170732,83.9804878048781,84.2780487804878,84.2268292682927,84.6804878048781,84.9341463414634,85.0780487804878
"Hong Kong SAR, China",HKG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.2487804878049,72.3487804878049,72.3,72.6487804878049,72.6487804878049,73.0975609756098,73.1512195121951,73.7024390243903,73.9048780487805,74.2073170731707,74.8585365853659,75.0634146341463,75.5658536585366,75.7634146341463,75.5682926829269,76.0634146341464,75.8170731707317,76.0658536585366,76.3195121951219
